Date,Meal,Name,Calories,Carbs,Fat,Protein,Cholesterol,Sodium,Sugars,Fibre
20-Jun-16,Breakfast,"Great Grains Cereal - Cranberry Almond Crunch, 1 cup",210,41,4,5,0,115,12,6
20-Jun-16,Lunch,"Generic - Fromager D&#x27;affinois, 3 ounce",360,0,27,9,75,570,0,0
20-Jun-16,Lunch,"Chobani - Salted Caramel Flip, 5.3 oz",190,25,5,12,15,170,17,0
20-Jun-16,Lunch,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
20-Jun-16,Lunch,"Safeway Farms - Thin Sliced Oven Roasted Turkey Breast, 3 oz.",90,3,2,15,23,630,2,0
20-Jun-16,Lunch,"Usda Website - Pear Danjou, 249 grams raw",144,38,0,1,0,3,24,8
20-Jun-16,Lunch,"Oroweat - Extra Grainy Cracked Wheat &amp; Oats Bread, 3 slice",330,54,8,15,0,570,9,9
20-Jun-16,Dinner,"Birdseye - Steamfresh Broccoli, Cauliflower &amp; Carrots, 1 container (450 gs ea.)",180,30,0,6,0,180,12,12
20-Jun-16,Dinner,"Safeway - Pinto Beans - Canned, 1 container (1 4/5 cups ea.)",420,77,0,25,0,1015,7,32
20-Jun-16,Dinner,"Shady Brook Farms - Turkey - Boneless Breast Chops, 8 oz.",220,0,1,50,130,500,0,0
20-Jun-16,Dinner,"Chobani - Greek Yogart Flip Peanut Butter Dream, 150 g",210,26,7,12,15,100,22,0
20-Jun-16,Snacks,"Danon - light n fit protein smoothie mixed berry , 1 bottle",120,18,0,12,15,150,10,5
21-Jun-16,Breakfast,"Chobani - Salted Caramel Flip, 5.3 oz",190,25,5,12,15,170,17,0
21-Jun-16,Breakfast,"Chobani Flip Cup - Nutty for Nana, 1 -5.3oz Container",200,20,8,13,10,105,16,2
21-Jun-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1200,0,0,0,0,0,0,0
21-Jun-16,Dinner,"Simply Jif - Creamy Peanutbutter, 5 Tbsp",450,18,40,18,0,163,5,5
21-Jun-16,Dinner,"Nature Valley - Protein Granola - Oats &amp; Honey (Grams), 0.5 cup (50g)",210,31,6,10,0,140,12,3
21-Jun-16,Dinner,"Mission - Large Mission 100% Whole Wheat Tortilla, 2 tortilla",420,68,10,12,0,900,6,10
21-Jun-16,Dinner,"Supermarket - Banana, 2 banana",210,54,1,0,0,2,0,6
21-Jun-16,Snacks,"Quick Add - Myfitnesspal Premium, 1 serving(s)",200,0,0,0,0,0,0,0
22-Jun-16,Breakfast,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
22-Jun-16,Breakfast,"Kind - Peanut Butter Dark Chocolate Bar (Revised 4/25/16), 1 bar (40 g/1.4 oz)",200,17,13,8,0,25,9,3
22-Jun-16,Breakfast,"Browns Dairy - 2% Milk, 2 cup",260,24,10,16,40,260,24,0
22-Jun-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1200,0,0,0,0,0,0,0
22-Jun-16,Dinner,"Waterfront Bistro - Raw Shrimp Jumbo: 21/25 Per lb (Cr), 8 oz",220,0,3,40,310,1060,0,0
22-Jun-16,Dinner,"Green Giant - Broccoli Spears and Butter Sauce Steamers, 1 container (10 oz ea.)",100,15,5,5,0,875,8,5
22-Jun-16,Dinner,"Safeway kitchens - low sodium dark red kidney beans, 390 g",330,57,0,21,0,360,6,18
22-Jun-16,Dinner,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 16 fluid ounce",180,26,0,18,10,280,26,0
22-Jun-16,Dinner,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
22-Jun-16,Snacks,"Gold standard - Vanilla Whey Protein, 1 scoop",120,3,1,24,30,130,1,0
23-Jun-16,Breakfast,"Browns Dairy - 2% Milk, 2 cup",260,24,10,16,40,260,24,0
23-Jun-16,Breakfast,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
23-Jun-16,Breakfast,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
23-Jun-16,Breakfast,"Chobani - Greek Yogart Flip Peanut Butter Dream, 150 g",210,26,7,12,15,100,22,0
23-Jun-16,Lunch,"Chobani - Greek Yogurt (Pineapple), 5.3 oz",140,18,3,11,15,60,15,0
23-Jun-16,Lunch,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
23-Jun-16,Lunch,"Washington - Honey Crisp Apple, 1 lb(s)",260,68,0,2,0,0,50,10
23-Jun-16,Lunch,"Jif - Natural Crunchy Peanut Butter - No Stir, 4 Tbsp (33g)",380,16,32,14,0,130,6,4
23-Jun-16,Lunch,"Oroweat - Extra Grainy Cracked Wheat &amp; Oats Bread, 4 slice",440,72,10,20,0,760,12,12
23-Jun-16,Dinner,"Banquet - Chicken Finger Meal, 1 meal",480,56,21,17,50,700,22,5
23-Jun-16,Dinner,"Outtakes - French Fries, 0.5 cup",197,23,11,2,0,304,0,2
24-Jun-16,Breakfast,"Chobani - Greek Yogurt Black Cherry Fruit on the Bottom Non-fat, 5.3 Ounces",130,19,0,12,5,65,16,0
24-Jun-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1000,0,0,0,0,0,0,0
24-Jun-16,Dinner,"Chobani - Vanilla  Greek Yogurt, 2 ounces",60,6,2,5,10,23,5,0
24-Jun-16,Dinner,"Value Naturals - Mammoth Pecans, 0.25 cup",200,4,20,3,0,0,1,3
24-Jun-16,Dinner,"Shady Brook Farms - Turkey - Boneless Breast Chops, 8 oz.",220,0,1,50,130,500,0,0
24-Jun-16,Dinner,"Chobani Greek Yogurt (Revised) - Simply 100 Blueberry, 150 grams",100,14,0,12,5,65,7,5
24-Jun-16,Dinner,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
24-Jun-16,Dinner,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 16 fluid ounce",180,26,0,18,10,280,26,0
24-Jun-16,Dinner,"Near East - 100% Natural Couscous Toasted Pine Nut (Corrected), 1.5 cup prepared",345,59,4,12,0,690,3,3
25-Jun-16,Breakfast,"Great Grains Cereal - Cranberry Almond Crunch, 2 cup",420,82,7,10,0,230,24,12
25-Jun-16,Breakfast,"Simply Jif - Creamy Peanutbutter, 4 Tbsp",360,14,32,14,0,130,4,4
25-Jun-16,Breakfast,"Thomas&#x27; - Everything Bagel (Corrected), 2 Bagel",560,104,6,18,0,820,14,4
25-Jun-16,Breakfast,"Chobani - Greek Yogurt Nonfat Raspberry, 5.3 oz",130,19,0,12,5,60,16,0
25-Jun-16,Dinner,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1200,0,0,0,0,0,0,0
25-Jun-16,Snacks,"Smores Quest Bar - Quest Bar, 60 g",180,23,8,20,5,180,1,13
25-Jun-16,Snacks,"Gold standard - Vanilla Whey Protein, 1 scoop",120,3,1,24,30,130,1,0
25-Jun-16,Snacks,"Safeway-lucerne - 1 Gal. Low Fat Milk 1%, 12 fluid ounce",165,20,4,14,23,195,18,0
26-Jun-16,Breakfast,"Quaker - Brown Sugar Oatmeal Squares, 2 cup",420,88,5,12,0,380,18,10
26-Jun-16,Breakfast,"Chobani - Vanilla  Greek Yogurt, 12 ounces",360,36,12,27,60,135,30,0
26-Jun-16,Lunch,"Safeway Farms - Thin Sliced Oven Roasted Turkey Breast, 4 oz.",120,4,2,20,30,840,2,0
26-Jun-16,Lunch,"Kraft - Mayo With Olive Oil Reduced Fat , 2 tbsp",70,4,6,0,0,190,1,0
26-Jun-16,Lunch,"Oroweat - Extra Grainy Cracked Wheat &amp; Oats Bread, 2 slice",220,36,5,10,0,380,6,6
26-Jun-16,Dinner,"Primo Taglio - Ham Off the Bone W/Natural Juices Hickory Smoked, 8 Slices (57g)",140,4,4,20,50,920,2,0
26-Jun-16,Dinner,"Jpt - Cheese Natural Aged Swiss Deli Style Sliced Swiss Sargento, 1 slice (18g)",70,0,5,5,15,35,0,0
26-Jun-16,Dinner,"Green Giant - Box Frozen Antioxidant Blend Veggies, 2 cup",100,14,6,2,0,230,6,4
26-Jun-16,Dinner,"Safeway - French Baguette, 3 slice",450,93,2,15,0,960,3,3
26-Jun-16,Dinner,"Near East - Mediterranean Curry Couscous, 0.5 cup",330,60,2,12,0,750,3,5
26-Jun-16,Snacks,"Oikos - Triple Zero - Coconut Creme, 1 Container",120,15,0,15,5,65,7,6
27-Jun-16,Breakfast,"Chobani - Greek Yogart Flip Peanut Butter Dream, 150 g",210,26,7,12,15,100,22,0
27-Jun-16,Breakfast,"Kind Protein Bar - Dark Chocolate Nuts &amp; Sea Salt, 2 Bar",400,32,30,12,0,250,10,14
27-Jun-16,Lunch,"Dannon Oikos - Triple Zero Blended Greek Nonfat Yogurt (Strawberry), 5.3 oz (150g)",120,15,0,15,5,65,7,6
27-Jun-16,Lunch,"Oikos - Triple Zero Greek Yogurt Banana Cream, 5.3 ounces",120,15,0,15,5,65,7,6
27-Jun-16,Lunch,"Chipotle - Cilantro-Lime Brown Rice, 4 oz",200,32,7,4,0,165,1,3
27-Jun-16,Lunch,"Chipotle - Black Beans, 4 oz",120,22,1,7,0,260,1,12
27-Jun-16,Lunch,"Chipotle - Fajita Vegetables, 2.5 oz",20,4,1,1,0,170,2,1
27-Jun-16,Lunch,"Chipotle - Chicken, 4 oz",180,0,7,32,125,310,0,1
27-Jun-16,Lunch,"Chipotle - Roasted Chili-Corn Salsa, 3.5 oz",80,16,2,3,0,330,4,3
27-Jun-16,Lunch,"Chipotle - Tomatillo-Red Chili Salsa, 2 fl oz",25,4,1,1,0,500,1,2
27-Jun-16,Lunch,"Chipotle - Guacamole, 3.5 oz",200,7,19,2,0,330,1,5
27-Jun-16,Dinner,"Green Giant - Steamers Green Beans &amp; Almonds, 225 grams",120,12,6,3,0,240,3,3
27-Jun-16,Dinner,"garbanzo beans - chick peas , 325 gram",275,50,3,18,0,0,0,18
27-Jun-16,Dinner,"Sweet Baby Ray&#x27;s - Buffalo Wing Wing Sauce &amp; Glaze (Revised 5/3/16), 1.5 Tbsp (15 mL)",23,0,2,0,0,540,0,0
27-Jun-16,Dinner,"Generic - Usda Beef Chuck Eye Country-style Ribs, Boneless, 12.32 oz",816,0,43,108,348,240,0,0
28-Jun-16,Breakfast,"Chobani - Greek Yogart Flip Peanut Butter Dream, 150 g",210,26,7,12,15,100,22,0
28-Jun-16,Breakfast,"Kind Protein Bar - Dark Chocolate Nuts &amp; Sea Salt, 1 Bar",200,16,15,6,0,125,5,7
28-Jun-16,Lunch,"Pears - Red Anjou, Raw, 157 g (1 medium)",97,23,0,1,0,2,15,5
28-Jun-16,Lunch,"Dannon Oikos - Triple Zero Yogurt - Vanilla, 1 Container",120,15,0,15,5,65,7,6
28-Jun-16,Lunch,"Starkist - Tuna, 3 can",150,3,3,30,75,540,0,3
28-Jun-16,Lunch,"Oroweat - Extra Grainy Cracked Wheat &amp; Oats Bread, 4 slice",440,72,10,20,0,760,12,12
28-Jun-16,Dinner,"Fuddruckers - Elk Burger, 1 1/2 lb",515,55,0,0,0,1159,0,0
28-Jun-16,Dinner,"Fuddruckers - Wedge Cut Fries, 1 Small",296,36,0,0,0,572,0,0
28-Jun-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
28-Jun-16,Snacks,"Safeway-lucerne - 1 Gal. Low Fat Milk 1%, 8 fluid ounce",110,13,3,9,15,130,12,0
29-Jun-16,Breakfast,"Quaker - Brown Sugar Oatmeal Squares, 2 cup",420,88,5,12,0,380,18,10
29-Jun-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1000,0,0,0,0,0,0,0
29-Jun-16,Dinner,"Green Giant - Broccoli Spears and Butter Sauce Steamers, 10 oz",100,15,5,5,0,875,8,5
29-Jun-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 28 g",30,1,0,7,5,430,0,0
29-Jun-16,Dinner,"Jif - Natural Crunchy Peanut Butter - No Stir, 4 Tbsp (33g)",380,16,32,14,0,130,6,4
29-Jun-16,Dinner,"Subway - Jalepenos, 8 grams/ 3 rings",4,0,0,0,0,135,0,0
29-Jun-16,Dinner,"Pepperidge Farms - Honey Wheat Whole Grain Bread , 4 slice",440,84,8,20,0,440,16,12
29-Jun-16,Dinner,"Supermarket - Banana, 2 banana",210,54,1,0,0,2,0,6
29-Jun-16,Dinner,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
29-Jun-16,Snacks,"Giant Brand - 1% Milk, 8 fluid ounce",110,12,3,8,15,130,12,0
29-Jun-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
29-Jun-16,Snacks,"Dannon Oikos - Triple Zero Blended Greek Nonfat Yogurt (Strawberry), 5.3 oz (150g)",120,15,0,15,5,65,7,6
30-Jun-16,Breakfast,"Chobani Flip Cup - Nutty for Nana, 1 -5.3oz Container",200,20,8,13,10,105,16,2
30-Jun-16,Lunch,"Oikos - Triple Zero Greek Yogurt Banana Cream, 5.3 ounces",120,15,0,15,5,65,7,6
30-Jun-16,Lunch,"Lucerne - Large Grade A Eggs, 5 Egg (50g)",350,0,25,30,925,350,0,0
30-Jun-16,Lunch,"Kraft - Mayo With Olive Oil Reduced Fat , 4 tbsp",140,8,12,0,0,380,2,0
30-Jun-16,Lunch,"Pepperidge Farms - Honey Wheat Whole Grain Bread , 4 slice",440,84,8,20,0,440,16,12
30-Jun-16,Dinner,"Shady Brook Farms - Turkey - Boneless Breast Chops, 0.63 lb(s)",277,0,1,63,164,630,0,0
30-Jun-16,Dinner,"Near East - Quinoa - Roasted Red Pepper &amp; Basil, 1/3 cup dry (70g) (1 cup prepared)",280,53,2,8,0,400,1,4
30-Jun-16,Dinner,"Safeway Kitchens - Broccoli Florets, Parisienne Style Carrots &amp; Cauliflower Florets, 3 cup (87g)",90,15,0,3,0,105,9,6
30-Jun-16,Snacks,"Terra - Original Chips, 1 oz",150,16,9,1,0,115,3,2
30-Jun-16,Snacks,"Browns Dairy - 2% Milk, 2 cup",260,24,10,16,40,260,24,0
30-Jun-16,Snacks,"Skim Milk, 2 cup skim milk",180,26,2,16,10,260,24,0
30-Jun-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
30-Jun-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 8 fluid ounce",90,13,0,9,5,140,13,0
1-Jul-16,Breakfast,"Quaker - Brown Sugar Oatmeal Squares, 1 cup",210,44,3,6,0,190,9,5
1-Jul-16,Breakfast,"Oikos - Triple Zero - Coconut Creme, 1 Container",120,15,0,15,5,65,7,6
1-Jul-16,Lunch,"Birds Eye - Steamfresh Frozen Vegetables - Asian Medley, 4 Cup",240,36,8,8,0,1160,16,8
1-Jul-16,Lunch,"Waterfront Bistro - Raw Shrimp Jumbo: 21/25 Per lb (Cr), 8 oz",220,0,3,40,310,1060,0,0
1-Jul-16,Dinner,"Giant Brand - 1% Milk, 1.5 cup",165,18,4,12,23,195,18,0
1-Jul-16,Dinner,"Jif - Natural Crunchy Peanut Butter - No Stir, 1 Tbsp (33g)",95,4,8,4,0,33,2,1
1-Jul-16,Dinner,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
1-Jul-16,Snacks,"Quest - Smores Protein Bar, 60 g",180,23,8,20,5,180,1,13
1-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 1 scoop",120,3,1,24,30,130,1,0
1-Jul-16,Snacks,"Giant Brand - 1% Milk, 12 fluid ounce",165,18,4,12,23,195,18,0
1-Jul-16,Snacks,"Dannon Oikos - Triple Zero Blended Greek Nonfat Yogurt (Strawberry), 5.3 oz (150g)",120,15,0,15,5,65,7,6
2-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
2-Jul-16,Breakfast,"Jif - Natural Crunchy Peanut Butter - No Stir, 1 Tbsp (33g)",95,4,8,4,0,33,2,1
2-Jul-16,Breakfast,"Giant Brand - 1% Milk, 1.38 cup",151,17,3,11,21,179,17,0
2-Jul-16,Dinner,"green giant steamers - honey roasted sweet corn, 1.75 cup",280,46,7,7,0,630,21,7
2-Jul-16,Dinner,"Danon - light n fit protein smoothie mixed berry , 1 bottle",120,18,0,12,15,150,10,5
2-Jul-16,Dinner,"Sweet Baby Ray&#x27;s - Buffalo Wing Wing Sauce &amp; Glaze (Revised 5/3/16), 2 Tbsp (15 mL)",30,0,3,0,0,720,0,0
2-Jul-16,Dinner,"Organics - Golden Flax Meal, 24 grams (2Tbsp)",120,6,10,6,0,0,0,4
2-Jul-16,Dinner,"Perdue - Boneless Skinless Chicken Breast (Corr 6/16), 272 g",260,0,3,62,200,180,0,0
2-Jul-16,Snacks,"Muscle Pharm - Combat Crunch Bar (Chocolate Chip Cookie Dough, 1 Bar",210,25,7,20,17,159,5,12
2-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
2-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 12 fluid ounce",135,20,0,14,8,210,20,0
3-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
3-Jul-16,Breakfast,"Giant Brand - 1% Milk, 1.13 cup",124,14,3,9,17,146,14,0
3-Jul-16,Breakfast,"Jif - Natural Crunchy Peanut Butter - No Stir, 1 Tbsp (33g)",95,4,8,4,0,33,2,1
3-Jul-16,Breakfast,"Gold standard - Vanilla Whey Protein, 1 scoop",120,3,1,24,30,130,1,0
3-Jul-16,Breakfast,"Chobani - Key Lime Crumble Flip, 150 grams",200,27,6,12,15,120,19,0
3-Jul-16,Dinner,"Near East - Couscous Parmesan, 1.5 Cup Prepared",330,59,3,12,8,765,5,3
3-Jul-16,Dinner,"Green Giant - Steamers Green Beans &amp; Almonds, 225 grams",120,12,6,3,0,240,3,3
3-Jul-16,Dinner,"Perdue - Boneless Skinless Chicken Breast (Corr 6/16), 272 g",260,0,3,62,200,180,0,0
3-Jul-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 28 g",30,1,0,7,5,430,0,0
3-Jul-16,Dinner,"Organics - Golden Flax Meal, 24 grams (2Tbsp)",120,6,10,6,0,0,0,4
3-Jul-16,Snacks,"Supermarket - Banana, 1.5 banana",158,41,1,0,0,2,0,5
3-Jul-16,Snacks,"Dannon Oikos - Triple Zero Yogurt - Vanilla, 1 Container",120,15,0,15,5,65,7,6
3-Jul-16,Snacks,"Imperial - Stick Butter (One Stick), 0.5 tbsp",35,0,4,0,0,53,0,0
4-Jul-16,Breakfast,"Thomas&#x27; - Everything Bagel (Corrected), 2 Bagel",560,104,6,18,0,820,14,4
4-Jul-16,Breakfast,"Lasco - Smoked Atlantic Nova Salmon, 3 oz",165,6,9,17,45,975,2,0
4-Jul-16,Breakfast,"LASCCO Kosher - Wild Caught Nova Salmon (g), 85.5 grams",90,3,2,15,15,975,2,0
4-Jul-16,Breakfast,"Kraft Philadelphia - Cream Cheese - Fat Free, 132 g (2 Tbsp)",120,12,0,16,0,840,4,0
4-Jul-16,Lunch,"Qdoba - Grilled Chicken, 4 oz",180,0,7,32,125,310,0,0
4-Jul-16,Lunch,"Qdoba - Brown Rice, 1 cup",218,46,2,5,0,2,0,4
4-Jul-16,Lunch,"Qdoba - Guacamole, 4 oz",230,8,22,2,0,375,1,6
4-Jul-16,Lunch,"Qdoba - Pinto Beans, 4 oz.",115,21,1,6,5,300,1,10
4-Jul-16,Lunch,"Qdoba - Lettuce, 1 for Tacos",0,0,0,0,0,0,0,0
4-Jul-16,Lunch,"Qdoba - Fiery Habanero Salsa, 1 for Tacos",5,1,0,0,0,85,1,0
4-Jul-16,Lunch,"Qdoba - Mango Salsa, 1 for Tacos",10,2,0,0,0,30,2,0
4-Jul-16,Lunch,"Qdoba - FatFree Picante Ranch, 1 for Taco Salads",40,9,0,1,0,500,3,1
4-Jul-16,Lunch,"Bacon - Bacon, 2 pieces",80,1,7,5,15,320,1,0
4-Jul-16,Lunch,"El Mexicano - Cotija Cheese, 2 oz.",180,2,14,12,30,480,0,0
4-Jul-16,Dinner,"Kraft Philadelphia - Cream Cheese - Fat Free, 132 g (2 Tbsp)",120,12,0,16,0,840,4,0
4-Jul-16,Dinner,"Daisy - Light Sour Cream, 4 Tbsp (30g)",80,4,5,4,20,50,4,0
4-Jul-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 28 g",30,1,0,7,5,430,0,0
4-Jul-16,Dinner,"Whole Foods Hearth Breads - Whole Grain Multigrain Bread, 4 Slice",440,84,20,16,0,1080,0,16
4-Jul-16,Dinner,"Fresh - Jalapeño, 10 Pepper",40,8,1,2,0,0,5,4
4-Jul-16,Dinner,"Oikos - Peach Triple Zero Yogurt, 5.3 oz (150g)",120,14,0,15,4,65,6,6
4-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 24 fluid ounce",270,39,0,27,15,420,39,0
4-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 3 scoop",360,9,3,72,90,390,3,0
5-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
5-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
5-Jul-16,Breakfast,"Value Naturals - Mammoth Pecans, 0.25 cup",200,4,20,3,0,0,1,3
5-Jul-16,Breakfast,"Supermarket - Banana, 1 banana",105,27,0,0,0,1,0,3
5-Jul-16,Breakfast,"Jif - Natural Crunchy Peanut Butter - No Stir, 4 Tbsp (33g)",380,16,32,14,0,130,6,4
5-Jul-16,Lunch,"Whole Foods Hearth Breads - Whole Grain Multigrain Bread, 4 Slice",440,84,20,16,0,1080,0,16
5-Jul-16,Lunch,"Supermarket - Banana, 2 banana",210,54,1,0,0,2,0,6
5-Jul-16,Lunch,"Chobani - Salted Caramel Crunch, 1 container",190,25,5,12,15,170,17,0
5-Jul-16,Lunch,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
5-Jul-16,Dinner,"Whole Foods Hearth Breads - Whole Grain Multigrain Bread, 4 Slice",440,84,20,16,0,1080,0,16
5-Jul-16,Dinner,"Mayo - Kraft Mayo With Olive Oil, 4 tbsp",200,4,20,0,20,420,0,0
5-Jul-16,Dinner,"Generic - Egg, Large Whole, 6 Egg",420,0,30,36,1110,420,0,0
5-Jul-16,Dinner,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
5-Jul-16,Snacks,"Quick Add - Myfitnesspal Premium, 1 serving(s)",400,0,0,0,0,0,0,0
5-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
5-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 14 fluid ounce",158,23,0,16,9,245,23,0
6-Jul-16,Breakfast,"Chobani - Greek Yogurt Flip Chocolate Haze Craze, 1 container",240,26,10,12,15,65,22,1
6-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
6-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
6-Jul-16,Lunch,"Protein Bar Restaurant - Backyard BBQ Bowl, 1 bowl",390,44,0,16,0,0,0,0
6-Jul-16,Lunch,"The Protein Bar Restaurant - Red Line Blended Drink, 1 smoothie",170,19,0,21,0,0,0,0
6-Jul-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 28 g",30,1,0,7,5,430,0,0
6-Jul-16,Dinner,"Green Giant - Box Frozen Antioxidant Blend Veggies, 2 cup",100,14,6,2,0,230,6,4
6-Jul-16,Dinner,"Far East - Wild Mushroom &amp; Herb Couscous -prepared With Olive Oil, 1.5 cup cooked",330,60,2,12,0,870,2,5
6-Jul-16,Dinner,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
6-Jul-16,Dinner,"Perdue - Boneless Skinless Chicken Breast (Corr 6/16), 272 g",260,0,3,62,200,180,0,0
6-Jul-16,Dinner,"Organics - Golden Flax Meal, 24 grams (2Tbsp)",120,6,10,6,0,0,0,4
6-Jul-16,Snacks,"Welch&#x27;s - Fruit Snacks Mixed Fruit, 25.5 g",80,19,0,1,0,10,11,0
6-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 16 fluid ounce",180,26,0,18,10,280,26,0
6-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
7-Jul-16,Breakfast,"Kraft Philadelphia - Cream Cheese - Fat Free, 66 g (2 Tbsp)",60,6,0,8,0,420,2,0
7-Jul-16,Breakfast,"Thomas&#x27; - Everything Bagel (Corrected), 1.25 Bagel",350,65,4,11,0,513,9,3
7-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
7-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
7-Jul-16,Lunch,"Chicken of the Sea - Chunk Light - Tuna In Water - 50% Less Sodium - 5 oz Can, 112 g / about 1/4 cup",100,0,1,22,20,180,0,0
7-Jul-16,Lunch,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
7-Jul-16,Lunch,"Oikos - Mixed Berry Triple Zero, 1 Container (150g)",120,15,0,15,5,65,7,6
7-Jul-16,Lunch,"Kraft - Mayo/ Olive Oil, 3 Tbsp",105,6,9,0,0,285,3,0
7-Jul-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",200,0,0,0,0,0,0,0
7-Jul-16,Dinner,"Perdue - Perfect Portions Chicken Breast, 2 filet",280,4,3,58,140,740,2,0
7-Jul-16,Dinner,"Green Giant - Tuscan Seasoned Broccoli, 119 grams cooked (0.5 cup)",210,21,14,7,0,1085,7,7
7-Jul-16,Dinner,"Generic - Near East Couscous Herbed Chicken, 1.5 cup cooked",330,60,6,12,0,765,3,5
7-Jul-16,Snacks,"Oikos - Peach Triple Zero Yogurt, 5.3 oz (150g)",120,14,0,15,4,65,6,6
7-Jul-16,Snacks,"Skim Milk, 2 cup skim milk",180,26,2,16,10,260,24,0
8-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
8-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
8-Jul-16,Breakfast,"Jif - Natural Crunchy Peanut Butter - No Stir, 1 Tbsp (33g)",95,4,8,4,0,33,2,1
8-Jul-16,Dinner,"Perdue - Perfect Portions Chicken Breast, 2 filet",280,4,3,58,140,740,2,0
8-Jul-16,Dinner,"Organics - Golden Flax Meal, 24 grams (2Tbsp)",120,6,10,6,0,0,0,4
8-Jul-16,Dinner,"Dannon - Light &amp; Fit Vanilla Greek Yogurt, 1 cup",130,13,0,18,10,70,11,0
8-Jul-16,Dinner,"Birds Eye - Steamfresh - Lightly Sauced - Roasted Red Potatoes &amp; Green Beans With Parmesan Olive Oil Sauce, 2 cup (162g)",240,38,6,8,10,540,6,6
8-Jul-16,Snacks,"KIND - Almond Walnut Macadamia, 1 bar",200,13,14,10,0,65,7,3
